Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_01_1976.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_02_1977.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_03_1978.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_04_1979.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_05_1980.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_06_1981.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_07_1982.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_08_1983.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_09_1984.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_10_1985.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_11_1986.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_12_1987.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_13_1988.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_14_1989.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_15_1990.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_16_1991.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_17_1992.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_18_1993.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_19_2003.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_20_2004.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_21_2005.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_22_2006.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_23_2007.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_24_2008.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_25_1950.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_26_1951.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_27_1952.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_28_1953.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_29_1954.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_30_1955.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_31_1956.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_32_1957.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_33_1958.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_34_1959.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_35_1960.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_36_1961.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_37_1962.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_38_1963.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_39_1964.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_40_1965.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_41_1966.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_42_1967.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_43_1968.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_44_1969.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_45_1970.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_46_1971.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_47_1972.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_48_1973.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_49_1974.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_50_1975.d
Q9H2J4	Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	9150.99	11705.5	10295.3	11220.5	7939.62	11825.1	6635.07	9464.81	9963.73	6663.25	9400.74	11915.9	9153.61	7380.55	9155.12	8179.15	13511.9	10877.4	11604.2	13564.6	10945.4	9118.11	9993.35	8379.88	13493.3	9526.5	13684.2	5764.33	12503.4	9491.4	13600.8	7663.39	8880.97	11465	11840.7	5754.52	10123.4	11587.8	13858.5	13449.8	10183.9	10381.7	8307.23	12653	8548.25	10675.5	13379	14198.2	13111	8732.47
Q9H2K0	Q9H2K0	IF3M_HUMAN	MTIF3	Translation initiation factor IF-3, mitochondrial	4871.83	2607.47	4087.23	3302.36	2886.86	3182.29	5264.92	3980.62	2886.75	4208.15	3293.01	3898.24	3576.54	4676.61	3355.44	4114.61	4861.78	3356.47	2925.15	4784.45	4135.66	3286.56	3147.35	3543.47	3770.15	5149.58	3752.03	2749.15	3496.98	1712.36	3410.01	4326.25	3874.43	3152.71	3920.28	4533.74	3731.12	4046.22	3817.93	2382.84	3326.51	3293.35	2604.56	3382.46	1785.6	3216.23	3514.23	2941.59	3883.35	3293.59
Q9H2K8	Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	17122.3	18621	16729.2	20822.7	17337.2	14780.3	17096.5	16050.4	28009.7	17792	30919.2	17411.3	16837.4	19083.8	22552.4	16939.8	32460.3	19708.9	16411.5	25914	17216	18916.6	27573	17088.5	26059.4	15210.5	23417.3	16132.2	20987.5	23083.8	21332.3	12912.2	12101.1	24839.3	34291.3	10163	31932.1	19768.9	29023.7	24489	18708.2	28142.3	17382.3	23583.3	17419.8	23106.2	21818.3	27170.5	23570.9	19501.6
Q9H2M9	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	19396.4	16655.9	18396.3	14572.5	17162.1	16409.6	15020.9	17206.2	14561.2	13784.1	15135.2	19645.8	22726.3	11995.1	12712.1	18101	19402.5	23637.9	24577.2	14605.3	23483.7	15756.1	15405.1	17476.2	13363.5	15027.2	14355.8	13391.7	13848.2	11155.4	16050.6	16432.5	14431.3	14252.6	17203.2	13749.6	17557.3	20604.6	13437.9	14854.4	18498.4	15565	21489.6	15551.4	15967.4	16459.6	12931	13956.2	9952.72	14981.4
Q9H2P0	Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	13025.4	12280.3	12198.4	13616.2	10282.6	13078.5	12172.3	12844.6	10721.7	11164	10475.3	13119.3	12259.4	11719	10508.4	13476.8	10812.2	13001.4	12178.9	11324.4	13213.1	7865.76	11408.5	13610.1	10077.3	13214.1	12181.2	10049.4	11096.9	8749.3	12716.5	13843.8	11341.5	9826.23	11661.2	12463.7	10025.5	12969.2	10807.2	9297.7	9588.24	10518.5	12085.3	9294.95	11977	12860.7	11160.4	10236.5	10424.1	11627.5
Q9H2P9	Q9H2P9	DPH5_HUMAN	DPH5	Diphthine methyl ester synthase		2773.83	3232.88	2212.6	3068.65	2039.17	3476.23	3754.57	2969.21	3958.65	2291.62	2040.98	2957.36	1208.18	1686.47	1875.79	3225.37	3485.6		557.908	1547.15	2593.15	1874.71	1428.3	2839.18	3084.78	3389	1941.81	3299.7	2363.27	4367.73	2119.12	2875.15	4271.77	3343.07	2156.29	2964.01	3726.13	4593.91	3508.77	4687.13	3722.24	2708.26	3595.19	3394.8	4063.99	3542.23	3517.34	2225.04	2519.12
Q9H2U1	Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	5147.66	5333.75	4824.74	5421.02	4530.1	5207.78	4475.68	4671.68	5047.39	5690.79	4346.94	5825.34	5378.39	4783.13	4226.42	4091.14	5048.83	5279.67	5249.1	5127.7	5946.12	4952.25	4710.8	5510.23	5264.61	4373.77	4720.29	4581.09	4696.18	5111.93	4550.67	3985.13	4912.96	4783.57	5584.81	4183.13	5568.57	4765.5	4949.51	4776.79	5057.78	4901.4	5071.31	5033.41	5075.3	5118.44	4987.77	5976.17	5183.83	4759.25
Q9H2U2	Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	75604.7	79416.8	52602.3	51392.6	56157.6	49061.7	45078.8	62111.9	74189.8	50227.2	62237.1	62332	55274.1	91596.9	65653.1	59715.4	73421.9	65900.5	81696.3	71764.8	70538.5	65861.1	71771.1	70865	88264.5	67180.4	59851.6	49273.3	67542.7	42080.7	55036.9	49360.7	48988.3	70282.3	65204	70272.7	67821	63058.9	57141.3	76953.5	62051.6	73306.2	58052.7	69385.7	61482	53007	73599.3	57536.8	63775	34632.6
Q9H2V7	Q9H2V7	SPNS1_HUMAN	SPNS1	Protein spinster homolog 1	5919.91	10148	7288.08	7355.53	12941.4	11989.2	7413.29	7803.27	7337.41	13766.1	13118.7	6227.13	12118.6	5207.69	7754.37	5217.99	4865.6	4105.89	2927.97	6501.36	5458.32	10891.3	4383.37	4964.91	7034.34	8378.59	8289.85	8089.16	8390.23	15301.5	6093.77	11244.6	11196.7	9861.43	7930.57	14937.1	7425.77	7347.2	5391.21	6908.59	9256.56	7653.43	7184.96	7540.42	8376.7	10089	9258.03	10796.3	6468.11	7945.85
Q9H2W6	Q9H2W6	RM46_HUMAN	MRPL46	39S ribosomal protein L46, mitochondrial	10939.9	9146.04	14139	9881.4	10420.9	10084.8	14650.2	13415	11048.1	14133.8	14933	10776	12351.7	13227.9	10458	9429.22	14074.2	10403.5	11618.5	12024.7	11710.2	10095.7	12812.4	10438.9	16215.7	12598.2	8493.33	11939	10036.9	9822.98	10978.8	11558.5	12952.1	11051.1	12229.7	18429.1	12137.6	12609.1	12447.6	9899.03	13300.7	11143.1	11285.9	11921.9	9894.36	10642.9	14026.9	11231	11629.6	12295.2
Q9H2X0	Q9H2X0	CHRD_HUMAN	CHRD	Chordin	1414.63		644.404	1535.03	1528.13	3320.54		1903.47	1315.11	528.09			670.896		1098.87	2160.25		1597.37							503.492	585.42		1015.23	519.942		442.091				904.096				686.106	813.272	409.853	907.565	627.495		2014.54			191.65	585.165	
Q9H2X8	Q9H2X8	I27L2_HUMAN	IFI27L2	Interferon alpha-inducible protein 27-like protein 2	1254	4412.83	4385.46	3497.42	1197.4	2391.53		2749.62	2283.49		3354.53	4290.34	2559.7	5233	5454.27	4379.63	2827.93	3687.96	3337.96	1127.64	1483.76	4380.64	4272.01	5889.18	3304.92	1184.45	1187.28		1404.9	655.65			1084.81	2624.33	1285.47	6655.78	1706.27	925.588	1674.88	1837.66	4127.81	3826.61	3094.74	2950.3	3847.54	609.084		890.185	1935.48	
Q9H2Y7	Q9H2Y7	ZN106_HUMAN	ZNF106	Zinc finger protein 106	2303.07	2229.39	1698.46	2396.5	2061.28	2727.83	1757.07	2259.12	2442.55	2646.25	2153.98	2464.56	2289.87	2945.06	2555.81	2155.09	1719.85	2264.36	3104	3682.05	2487.05	3395.07	3168.95		1795.18	2115.79	2162.06	1925.7	2421.26	898.651	2163.93	2456.35	1791.59	2832.36	2596.56	2772.88	2192.47	2154.79	2277.01	1826.06	1891.75	2174.6	1822.67	2073.5	3273.62	2367.99	2294.17	2267.69	2184.83	2452.21
Q9H300	Q9H300	PARL_HUMAN	PARL	Presenilins-associated rhomboid-like protein, mitochondrial	6797.66	7013.56	16410.7	7148.76	9000.8	8861.54	7403.16	11083.4	7527.64	7162.42	7837.37	7630.06	8783.29	13578.3	10653.9	5757.92	6720.66	8075.61	8463.71	4487.55	4644.12	5696.15	5960.25	8013.49	13633.6	9255.54	9277.82	8799.84	7977.36	6278.96	7032.89	12583.1	9334.23	7498.53	6631.43	14803.8	9296.08	8135.74	10082.3	7320.33	9041.03	10503.2	9572.4	9220.71	7465.57	6794.68	10211.7	6291.96	8688.61	5202.29
Q9H307	Q9H307	PININ_HUMAN	PNN	Pinin	48932.7	35314.4	43604.1	44841	40771.3	42003.4	45432.3	38839.5	37101.4	33112	39533.8	46633.6	41806.2	39747.9	48009.6	43290	41086.5	46243.5	31180	27210.3	31312.4	21328.2	29701.3	25170.4	39367.3	43664.9	43173.4	36832.1	45300.5	31851.9	34803	49635	38460.5	38462.5	43633.6	53299	43496.9	43638.8	44923.9	33447.8	53154	33896.3	42403.1	38032.4	35109.2	43933.1	39236.4	34267.2	41521.8	38421.2
Q9H330	Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	4340.65	4103.65	1616.06	4150.76	4798.28	2477.88	2282.08	2354.33	3586.62	3428.14	3963.55	3643.42	4082.07	3346.44	4296.11	2885.9	2234.87	3735.11	2846.54	3557.29	3684.18	4715.55	3882.6	2759.3	2873.97	2489.13	2010.37	4784.01	1944.35	4876.41	1810.86	3395.04	2551.28	3517.28	2596.49	5025.54	2802.75	2536.7	2901.48	3211.9	3186.62	3158.42	3187.42	3058.46	3908.65	2099.95	2335.41	1934.94	2455.2	2890.56
Q9H334	Q9H334	FOXP1_HUMAN	FOXP1	Forkhead box protein P1	7991.98	6049.96	11913.4	8820.3	7802.06	11227.7	10376.5	14225	5747.29	10336.2	11041.7	8685.78	11486.9	7450.07	7081.13	11912.3	11040.4	9305.33	14231.9	10442.8	8483.41	6303.48	8833.43	5795.77	5617.56	14432.7	10064.1	7462.53	6927.48	6510.22	14140.7	8240.04	9882.49	6037.54	11522.9	9464.4	9128.72	9918.38	9756.61	5013.87	12869.4	5111.65	11453.1	7007.15	8736.47	12049.2	6248.06	8544.37	5920.32	11089.2
Q9H3C7	Q9H3C7	GGNB2_HUMAN	GGNBP2	Gametogenetin-binding protein 2	508.839		786.273	926.27	763.503	1160.3	1055.09	419.008	1256.15	634.3	1015.63	1608.66	789.506	589.722	959.41		707.946	720.489	1028.72		785.839	1684.51			799.661	638.571	833.104	878.353	825.205		493.768	671.665	461.471	537.501	620.046		895.399	500.33	807.966	768.43	878.463	817.185	573.594	675.368	520.453	535.273	503.467	631.328	697.459	499.944
Q9H3E2	Q9H3E2	SNX25_HUMAN	SNX25	Sorting nexin-25			1080.37	1353.84		1450.15	1638.26	2529.21			1290.42	1453.79	951.082			1767.63	1515.42	1674.35							1502.97	1371.28			1893.97		2132.47	2147.57			1714.81		1166.19	989.313	1419.37	1053.23	1667.59	1621.89	1576.41	1449.79	1993.78	1709.7	1675.08	1448.11	1142.3	1418.55
Q9H3F6	Q9H3F6	BACD3_HUMAN	KCTD10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	942.012		1602.03	1776.55		1833.22	655.479	1889.29	1194.79		1351.08	2285.59	1699.5	2321.68	813.968	1995.2	1992.97	1676.59	2518.78	2239.53	1555.16	2402.51		1665.21	2603.44	1397.6	1756.38	1408.98	1077.84	707.906	1504.93	1106.86	719.025	2692.16	1172.08	1169.76	1949.38	1423.45	2050.41	2028.08	2020.52	1638.96	1936	1982.54	1465.3	895.055	1706.44	1508.86	2310.6	
Q9H3G5	Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	3843.12	5965.98	1255.51	3187.09	7905.57	2009.45	4482.49	3509.61	7547.34	5410.76	10759.5	4125.13	3333.55	4686.02	2364.63		6007.71	2493.29		8990.26	1695.57	7691.34	10946.5	8397.05	1826.9	1329.88	6047.77	2644.94	4160.36	15996.9	4860.48	1632.6	1171.43	10770.5	3486.78	7039.41	4717.6	945.448	1643.65	2319.66	3439.91	3832.19	2754.04	3137.23	7918.54	5037.15	2027.49	6752.31	7351.16	
Q9H3H3	Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	60291.3	44576.7	61211.7	42361.4	48310.6	48053.5	54587.2	56614.8	33547.5	49802.7	37977.1	56759.7	54431.7	54805.7	48250.6	56328.6	34694	55946.2	44181.4	37052.4	50988	49643	43170.5	38954.3	40964.5	52551.2	37070.8	39943.7	45984.7	38176.3	52112	40056.7	49462.8	44830.3	38173.3	31659.1	33273.4	47390.5	41613.9	40680.2	64550.3	40163	48526.1	46512.6	49938.9	40165.7	42243.4	37471.2	44568.4	66753.7
Q9H3H5	Q9H3H5	GPT_HUMAN	DPAGT1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase		3668.6		3964.52	3558.57		5718.64	2994.56		4437.46	3376	7981.13	9107.74	13059	13413.3	10732.4	3902.38	6079.25								4252.8	4024.32	5377.68	3422.67		4090	2362.92	527.06	3460.04	4299.63	13447.5	5395.97					7127.38	3842.12	4026.25		4885.79	5683.47			
Q9H3K2	Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein	12270.6	12947.9	15435.4	13053.8	11116.3	10293.3	10969.6	19502.6	12780.1	6364.05	14111.3	11675.3	11414.3	9515.95	7825.32	8848.31	13751.7	12179.9	10642.4	6393.47	8138.91	7674.5	5559.73	8241	14438.8	10997.2	11307.3	18395.3	13922.4	12354.9	12811.2	9816.99	12770.2	12267.7	12993.2	24196.6	13047.9	13814.1	15581.8	17368.9	10004.5	25239.1	11398.2	12750.9	13326.6	10819.1	13334.6	12917.4	15795.5	6328.5
Q9H3K6	Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	112073	68387.8	139046	100514	84929.2	105544	120381	109630	114496	102177	111913	98727.4	86158.5	126319	49023.8	99572.1	90087.1	99372.2	99414.2	91963.2	100648	106385	110763	124025	75678.8	82991	84487	107559	81054.9	109941	119091	63258.1	115020	103220	100879	52070.5	105530	119806	76996.9	119196	107065	119001	95805	114357	94609.6	80334.7	90296	96675.6	109496	102051
Q9H3M7	Q9H3M7	TXNIP_HUMAN	TXNIP	Thioredoxin-interacting protein	2664.04	2620.79	1205.73	3052.24	2293.47	2439.88	1152.91	1247.21	3500.65	2123.71	7417.57	2242.82	2064.15	1274.31	1557.8	2896.3	3911.29	2155.73	3410.37	5281.73	3994.45	8310.26	6304.4	5864.15	2983.01	2208.82	2128.07	1648.6	1659.49	3400.88	1829.15	1058.96	1975.1	3545.93	3545.85	1007.76	4461.24	2113.32	3061.41	3961.41	2269.7	1600.84	2387.22	2697.78	3088.99	1768.15	2388.79	5152.07	3248	2012.66
Q9H3N1	Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	92420.6	64060.9	77918.7	71828.5	69434.2	76615.3	90169.3	71040.9	56559.1	66068.9	60004.8	71489	58877.8	46427	98636.1	77896.7	70955.2	85639.5	106915	81891.6	69833.2	86543.8	62175.2	71113.2	59620.2	74455.6	73225.6	58654.6	74115.2	49099.9	71987.7	86166.6	92071.7	71084.2	67373.3	80733.9	63859.9	83950.4	70733.1	50225.4	105889	50931.7	67743	70247.3	60853.7	69905.7	83787.3	58407.3	85086.5	69420.4
Q9H3P2	Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	24686.7	18947.2	20807.2	22227.2	15842.5	22641.2	20455.6	22975.8	14243.1	20901.2	19290.9	22083.2	23926.5	22750.7	20984.5	24140.1	18195.7	21295.7	20197	17941.7	21326.8	15220.2	15402.1	18753.3	19070.9	23677.1	20716.5	13827.2	19828.6	17871.7	22503.8	23731.4	19950	16705.8	17586.1	19420.3	15248.4	26188.2	18962.3	13911.6	23030.4	14466.2	21910.5	17469.9	21676.5	20854.4	15794.6	19289	20175.1	21847.5
Q9H3P7	Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	12013.5	14499.5	15178.1	14359.7	16806.8	15683.9	12223.9	14838.3	14515.2	12958.8	14174.3	15745.1	14082.6	10301.3	15002.4	15330	12209.9	13057.9	11937.8	12467.9	14176.5	17823.7	10431.2	13729.7	12638.1	16108.4	15859.7	14287	13839	13141.8	13472	13051.1	20467.9	14426.9	14039.8	16242	13575.5	13918.6	14970.3	16726.5	15888.1	14042.8	18461.1	15911.6	16844.4	17590.7	13226.2	15350.3	14487.8	16915.4
Q9H3R0	Q9H3R0	KDM4C_HUMAN	KDM4C	Lysine-specific demethylase 4C	582.605		424.496	446.877		357.207	835.711	619.048		698.06		223.75	619.975	1803	466.717	332.091	775.264	691.939	399.532						509.415	511.113	793.629		297.464		972.25				638.765		888.37	481.473	811.94	515.335	621.577	749.513	787.25		924.335	738.854	374.104	342.767	503.003	402.703
Q9H3R5	Q9H3R5	CENPH_HUMAN	CENPH	Centromere protein H	577.03		322.47	328.711	392.904	398.268	713.671	578.481	384.887	635.638	433.09	527.067		679.064	640.045			418.38			433.344		337.014		428.025	286.483	251.984	395.634	421.597	697.673	618.021	263.535	281.305	369.553	205.339		340.88	174.475	781.672	394.532	374.13	268.179		44.8319		365.272	413.819	144.323	412.77	446.628
Q9H3S1	Q9H3S1	SEM4A_HUMAN	SEMA4A	Semaphorin-4A	1977.76		1745.06	2645.82	3479.79	8633.29	3283.78	5481.6	2969.35	3212.91	3677.05	4972.48	3237.88	3534.07	4194.78	4085.42	3301.93	3977.56	1872.8	1713.93		4479.48	1465.21		1590.12	5178.63	2399.05	3097.44	1270.2	3836.09	3558.54	2838.82	6543.34	2013.73	2296.39	3872.44	1155.64	4719.42	1539.58	3082.05	2916.51	1962.05	3435.21	2896.38	4463.51	2407.5	2993.04	2007.59	2118.18	1911.49
Q9H3S4	Q9H3S4	TPK1_HUMAN	TPK1	Thiamin pyrophosphokinase 1	10745.5	6517.33	16441.7	10205.7	7548.28	15501	10601.3	13521.5	9455.84	17016.6	13119.7	13514.9	19808.3	7852.83	3261.84	11425.2	10732.6	15092.3	8031.38	11762.9	9497.97	12392.7	13048.6	11979.7	10766.3	10170.4	7256.83	15871.7	10345.3	8311.1	12555.4	13329.6	9013.15	11186.7	9225.92	6809.54	9722.91	13805.3	12881.5	10340.3	17392.1	11652.8	13233.4	12771	14465.4	9774.04	9399.08	9133.05	10432.1	20526.7
Q9H3S7	Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	11299.1	10829.8	10056	12176	11335.9	10185.3	11421	9371.24	9130.8	8945.01	8709.06	10582.7	9502.64	10035.6	8873.53	10653.4	8214.21	10368.9	8965.37	10134	11882.8	9857.53	10934.1	9915.76	10416.6	9226.8	12194.3	8751.97	10240.8	10370.6	8662.3	7717.09	8879.2	9606.52	8637.31	6687.2	9334.41	10481.2	9712.48	11623.3	8441.74	9428.14	10832.4	9536.82	10449.9	9496.19	9533.14	9863.6	9743.22	9569.46
Q9H3U1	Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	12081	13747.6	12732.2	12024.5	14150.9	13806	14408.5	12573.6	11568.9	12450.9	10859.3	13749.4	11980.5	9446.68	11664.6	13245.5	12721.6	15329.5	12481	12497.4	12010.3	16086.4	12941.4	11251	14359.8	11872.7	17007.4	11606.9	15684.8	13455.7	14444.9	12149.3	12649.6	14007.8	14432.4	4690.24	12316.5	15387	13776.6	14221.3	12015.3	12548.2	16739.8	14522.1	11915.1	16295.9	17980.1	14414.3	14586.8	17007.6
Q9H3U5	Q9H3U5	MFSD1_HUMAN	MFSD1	Major facilitator superfamily domain-containing protein 1	1706.46	3106.78	3002.3	2688.36	4060.76	3753.85	1278.11	2505.57	2805.36	1465.09	4691.03	2851.42	3748.47	3805.57	2862.06	2071.86	2674.6	2891.78	2172.77	5313.95	2001.35	4967.73	4770.47	3739.93	3446.42	2574.82	2888.36	2193.61	2518.64	3576.99	2112.93	2763.01	2313.31	5698.34	4326.68	3528.42	3904.08	2556.73	3540.78	4244.14	3225.86	3290.84	2612.52	3442.98	2550.42	3187.42	3340.61	2274.59	2787.47	
Q9H3Z4	Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	3554.42	5474.4	4273.68	3106.94	3441.18	3902.96	4571.95	3431.13	3233.61	3309.92	2529.76	3320.9	6322.04	3193.19	7291.44	5032.18	3247.54	3936.03	1678.71	2775.63	3538	3102.95	2243.04	5879	2521.22	3304.09	3871.1	1846.38	3954.81	2927.22	2514.07	2144.42	3133.08	4234.3	3904.95	1639.07	2997.28	3558.83	3020.02	3570.41	2705.88	3314.11	3296.03	3123.11	3150.13	2089.02	3326	4288.55	2831.11	4931.23
Q9H400	Q9H400	LIME1_HUMAN	LIME1	Lck-interacting transmembrane adapter 1	1424.82	2219.36	1635.68	1055.26	1986.34	1182.35	2233.73	1566.67	2840.26	1190.49	1912.4	1809.48		1306.93	1276.15	1624.91	1728.46	1106.57	954.363		2120.44	1753.21	4565.18	1468.07	998.87	1112.84	1224.76	1223.88	879.611	2228.01	1343.54	733.728	1076.53	1773.4	1448.65	1181.57	954.067	1914.64	1627.46	2294.16	1733.45	2022.59	1366.73	1732.2		1843.93	1356.49	1477.93	4581.51	1460.9
Q9H410	Q9H410	DSN1_HUMAN	DSN1	Kinetochore-associated protein DSN1 homolog	28265.7	25282.1	24801.6	16923.2	22340.5	24457.4	29256.6	29582.1	15821.4	23233.1	15684	25511.7	28656.2	29060.2	19112.9	31188.9	16987.8	27730.6	19147.3	10317.3	19569.7	12619.7	14698.1	20664.5	18572.7	30894.3	21234	17389.2	19717.4	15557.2	26939.1	27156	24549.1	20602.5	18840.7	25100	20130.3	28816	20934.2	15314.6	16430	17078	24055.6	17166	23435	25189.1	15860.3	24346.4	17859.4	23934.1
Q9H425	Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	1275.44	1368.59	1188.25	580.011	954.703	1162.46		1461.37	683.935	1760.79			537.714	1386.06			1369.78	619.951	1683.08		1329.32			1577.17	535.385	712.577	903.322	639.87		1417.25	861.3	635.831	1434.92	1272.03	2116.8		1208.67	1587.9	615.1	1560.62			700.241	728.5	887.717	636.462		571.635	708.206	1866.4
Q9H444	Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	35928.8	31201.7	39914.6	43361.5	38813.2	45170	28146.7	27849	39339.3	33762.9	25555.7	25176	32680.5	30395.8	36030.7	42358.2	34179.9	28288	41719.1	44130.2	32524.4	36832	55793.2	34929.4	37029.6	36151.1	38093.1	22713.8	33510.9	51020	32310.4	30691.3	20889.6	33632.1	39565.9	19881.1	32623.6	37722.2	31640	23504.7	30369.2	36631.2	26429.3	30322.8	25563.6	36986.2	34928.2	33157.7	44692.5	24807.8
Q9H446	Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	6014.53	7485.7	5802.24	5930.97	11107.2	7230.3	8644.61	5497.79	11784.1	6761.11	13298.1	7491.77	9932.36	6951.18	6693.47	8207.56	10140.1	6482.79	4298.58	5975.46	5752.16	11081.5	9136.64	10763.2	8136.07	6447.45	4167.69	11887.3	5640.48	10600.7	8086.04	6165.45	7116.86	8599.04	7842.45	4583.14	9964.44	4053.62	6768.32	11981.4	5578.61	6326.44	6045.15	9446.82	8157.05	4420.54	6789.2	7079.55	7336.94	2844.27
Q9H469	Q9H469	FXL15_HUMAN	FBXL15	F-box/LRR-repeat protein 15	2220.25	1933.52	2315.15	1704.78	1387.39	2275.29	1637.76	2358.96	2196.56	1390.59	1059.93	2086.75	1630.06	1699.86		1422.98	1493.03	2502.25	2003.72	1801.76	1199.02		1509.57	2410.69	1818.67	1753.99	1858.26		1876.73		2035.08	2084.32	1668.25	2310.45	1587.08		1987.5	2017.93	1962.96	1180.59	1952.21	1346.17	1892.86	2595.44	2070.34	1590.88	2825.91	1404.77	1958.96	2465.18
Q9H477	Q9H477	RBSK_HUMAN	RBKS	Ribokinase	2825.55	4462.49	1856.53	2165.21	2703.39	2503.72	2573.44		3040.03		3340.52	2570.9	3036.5	3863.49	2238.79	2625.83	1769.93	2032.04	3051.53	3152.71	2970.43	4037.05	5514.1		2910.61	2233.42	1463.38	2273.41	2106.16	2473.99	1553.64	2483.59	1741.19	3513.36	3626.67	2739.14	3407.08	2221.67	2347.69	2809.33	2270.07	3390.6	2537.64	3013.04	3424.84	1989	3408.03	2111.34	1841.81	
